"","name","lat","lon","country"
"101","University of Tennessee Health Science Center",35.140251159668,-90.0300979614258,"United States"
"102","Helmholtz Centre for Infection Research",-37.7035598754883,145.180358886719,"Australia"
"103","University of Lausanne",46.52492,6.63515,"Switzerland"
"104","Erasmus Medical Center",51.9100685119629,4.46534013748169,"Netherlands"
"105","German Primate Center",36.0004425048828,-78.9623413085938,"United States"
"106","University of Nebraska-Lincoln",40.8216972351074,-96.7002792358398,"United States"
"107","National University Health System",32.9052963256836,-117.243560791016,"United States"
"108","New York Blood Center",40.7145500183105,-74.0071411132812,"United States"
"109","University of Iowa",41.6625213623047,-91.536506652832,"United States"
"110","Carolina University",35.3884696960449,-81.371467590332,"United States"
"111","University of Iowa Carver College of Medicine",41.6629486083984,-91.5498428344727,"United States"
"112","VIB",NA,NA,NA
"113","The Scripps Research Institute",-69.1330032348633,-63.6669998168945,"Argentina"
"114","Unité des Interactions Bactéries-Cellules",47.1419486999512,23.8768692016602,"Romania"
"115","Berlin Institute of Health (BIH)",44.1682548522949,17.785249710083,"Bosnia and Herzegovina"
"116","University of Florida",29.649730682373,-82.3411331176758,"United States"
"117","Aerosol Dynamics Inc",NA,NA,NA
"118","Colorado State University",39.6785011291504,-104.966621398926,"United States"
"119","Ministry of Health of Uganda",1.27727496623993,32.3897018432617,"Uganda"
"120","Ministry of Health",40.9437103271484,40.2619209289551,"Turkey"
"121","Uganda Public Health Fellowship Program and Makerere University School of Public Health",1.27727496623993,32.3897018432617,"Uganda"
"122","Binzhou Medical University",37.3821105957031,117.972793579102,"China"
"123","Chinese Academy of Inspection and Quarantine",40.9437103271484,40.2619209289551,"Turkey"
"124","Chinese Academy of Sciences",37.7697296142578,-122.466094970703,"United States"
"125","Beijing Inspection and Quarantine Testing Center",40.1861572265625,116.418983459473,"China"
"126","Shandong Academy of Medical Sciences",36.4687042236328,118.517120361328,"China"
"127","National Institutes of Health",39.0048141479492,-77.0975341796875,"United States"
"128","Blood Systems Research Institute",-85.0169982910156,-167.5,"NOCOUNTRY"
"129","China Agricultural University",36.5631141662598,103.735809326172,"China"
"130","Second Military Medical University",41.7278709411621,44.764778137207,"Georgia"
"131","University of Maryland Baltimore County",39.2523498535156,-76.709716796875,"United States"
"132","University of Texas Medical Branch",29.3106803894043,-94.7768173217773,"United States"
"133","University of Illinois at Urbana-Champaign",40.0963249206543,-88.2294921875,"United States"
"134","Vets Plus, Inc",47.7973518371582,13.0481901168823,"Austria"
"135","Murray State University",36.6167602539062,-88.3209609985352,"United States"
"136","Centre International de Recherches Mé dicales de Franceville (CIRMF)",-1.63194000720978,13.5797300338745,"Gabon"
"137","University of Bonn",50.7338905334473,7.10222196578979,"Germany"
"138","UPR AGIRs",NA,NA,NA
"139","Weizmann Institute of Science",31.9044609069824,34.8084716796875,"Israel"
"140","Dalian University of Technology",38.9140090942383,121.614700317383,"China"
"141","China Academy of Building Research",36.5631141662598,103.735809326172,"China"
"142","Syracuse University",43.0402717590332,-76.1366424560547,"United States"
"143","Multimedia University",42.9547386169434,-78.8192367553711,"United States"
"144","University of Toronto",43.6486892700195,-79.3854370117188,"Canada"
"145","University Hospital of Zurich",47.3765106201172,8.54903030395508,"Switzerland"
"146","Tehran University of Medical Sciences",35.6887702941895,51.4150314331055,"Iran"
"147","Ministry of Health and Medical Education",40.9437103271484,40.2619209289551,"Turkey"
"148","Pasteur Institute of Iran",32.5642623901367,54.3036727905273,"Iran"
"149","Emory University",33.789680480957,-84.3255462646484,"United States"
"150","Emory University School of Medicine",33.7933692932129,-84.3221282958984,"United States"
"151","Key Laboratory for Transfusion-Transmitted Diseases of Sichuan Province",30.6250877380371,102.697288513184,"China"
"152","University of São Paulo",-23.5594444274902,-46.7238883972168,"NOCOUNTRY"
"153","Huazhong Agricultural University",11.0134401321411,76.9366226196289,"India"
"154","Kyungpook National University",32.9052963256836,-117.243560791016,"United States"
"155","Walter Reed Army Institute of Research",38.9772987365723,-77.0268096923828,"United States"
"156","Armed Forces Research Institute of Medical Sciences",25.2651195526123,82.9921417236328,"India"
"157","University of New South Wales",-33.9181594848633,151.228820800781,"Australia"
"158","The University of Western Australia",-31.9813804626465,115.81965637207,"Australia"
"159","Johns Hopkins Bloomberg School of Public Health",39.2973403930664,-76.6152191162109,"United States"
"160","University of Exeter",50.7345085144043,-3.53552007675171,"United Kingdom"
"161","Universidade Federal de Santa Catarina",-27.5978298187256,-48.5161781311035,"Brazil"
"162","Universidade Federal do Rio de Janeiro",-22.9122295379639,-43.2365112304688,"Brazil"
"163","FCEN-University of Buenos Aires",-34.5985107421875,-58.3723487854004,"Argentina"
"164","Sun Yat-sen University",14.3596153259277,-14.4684610366821,"Senegal"
"165","Istituto Superiore di Sanità",45.9008331298828,8.52042675018311,"Italy"
"166","Jewish General Hospital",9.36855030059814,-83.6394882202148,"Costa Rica"
"167","St Mary's Medical School",39.8202781677246,-105.649436950684,"United States"
"168","Imperial College",51.5002288818359,-0.178939998149872,"United Kingdom"
"169","Hong Kong Special Administrative Region",22.333080291748,114.191223144531,"Hong Kong SAR"
"170","Mahidol University",42.9547386169434,-78.8192367553711,"United States"
"171","St. Jude Children's Research Hospital",45.7740211486816,-72.9880828857422,"Canada"
"172","Queen's University Belfast",52.2027015686035,0.119883999228477,"United Kingdom"
"173","University of Chinese Academy of Sciences",37.7697296142578,-122.466094970703,"United States"
"174","University of Vermont",44.4754409790039,-73.2006301879883,"United States"
"175","Tianjin University",39.2892150878906,117.349395751953,"China"
"176","Tianjin University of Traditional Chinese Medicine",39.2892150878906,117.349395751953,"China"
"177","University of Kansas",38.9611206054688,-95.2510604858398,"United States"
"178","University of Mosul",36.348518371582,43.1430587768555,"Iraq"
"179","Australian National University",-35.2775688171387,149.12646484375,"Australia"
"180","Australian National University Medical School",-35.2760009765625,149.117004394531,"Australia"
"181","Jiao Tong University",31.0254402160645,121.436302185059,"China"
"182","The University of Edinburgh",55.947639465332,-3.18207001686096,"United Kingdom"
"183","Nanyang Technological University",32.9907302856445,112.528511047363,"China"
"184","UNICEF",9.01527976989746,38.7689781188965,"Ethiopia"
"185","Hangzhou Dianzi University",30.2741508483887,120.155151367188,"China"
"186","ERI, Gyeongsang National University",32.9052963256836,-117.243560791016,"United States"
"187","Wuhan University",30.5363693237305,114.365432739258,"China"
"188","Harbin Medical University",45.8021583557129,126.535797119141,"China"
"189","Tung Wah College",33.7685890197754,72.7545928955078,"Pakistan"
"190","Pamela Youde Nethersole Eastern Hospital",42.6500015258789,-7.33330011367798,"Spain"
"191","Washington University School of Medicine",38.6370010375977,-90.2646026611328,"United States"
"192","Royal Children's Hospital",-37.7949981689453,144.949722290039,"Australia"
"193","University of Barcelona",41.3864898681641,2.16403007507324,"Spain"
"194","University of Pittsburgh",40.4406089782715,-79.953971862793,"United States"
"195","Chang Gung University",35.876606,126.8157,"South Korea"
"196","Sunnybrook Health Sciences Centre",53.1947784423828,-114.199516296387,"Canada"
"197","University of Wisconsin-Madison",43.0670013427734,-89.4000015258789,"United States"
"198","Third Military Medical University",39.0010192365134,-77.0841755726199,"United States"
"199","Yanbian University",26.6826496124268,101.853927612305,"China"
"200","Huazhong University of Science and Technology",40.9437103271484,40.2619209289551,"Turkey"
"201","Guangdong Institute of Applied Biological Resources",23.2024116516113,113.38606262207,"China"
"202","Royal Veterinary College",51.5365982055664,-0.13400000333786,"United Kingdom"
"203","National Institute for Animal Sciences",28.7162494659424,77.2728576660156,"India"
"204","University of North Carolina-Chapel Hill",34.39375,-87.11915,"United States"
"205","Frederick National Laboratory for Cancer Research",39.4157409667969,-77.4120330810547,"United States"
"206","St Vincent's Hospital",-37.8073997497559,144.97380065918,"Australia"
"207","University of St",44.044525,-123.07462,"United States"
"208","Vanderbilt University Medical School",48.8221206665039,2.33101010322571,"France"
"209","Vanderbilt University",40.033260345459,-79.6622619628906,"United States"
"210","The University of Texas Health Science Center at Houston",29.7035694122314,-95.4028930664062,"United States"
"211","Northwest University",47.6578216552734,-122.196189880371,"United States"
"212","Pusan National University",35.1779289245605,129.078475952148,"South Korea"
"213","Pukyong National University",32.9052963256836,-117.243560791016,"United States"
"214","National Fisheries Research and Development Institute",-37.7035598754883,145.180358886719,"Australia"
"215","Theragen ETEX Bio Institute",38.3835906982422,-81.7656936645508,"United States"
"216","Kosin University College of Medicine",60.68994140625,9.03203964233398,"Norway"
"217","Dongeui University",36.3269996643066,127.432685852051,"South Korea"
"218","Gyeongsang National University",32.9052963256836,-117.243560791016,"United States"
"219","Jiangxi Agricultural University",27.6111698150635,115.727165222168,"China"
"220","Ontario Syndromic Surveillance Project",50.0687522888184,-85.828125,"Canada"
"221","National Chung Hsing University",30.3002605438232,108.037666320801,"China"
"222","University of Bari",41.1200714111328,16.8690299987793,"Italy"
"223","University of North Carolina at Chapel Hill",35.9053153991699,-79.0477142333984,"United States"
"224","China Pharmaceutical University",36.5631141662598,103.735809326172,"China"
"225","Mayo Clinic",53.9260635375977,-9.3884744644165,"Ireland"
"226","Embrapa Swine and Poultry",-5.02462005615234,-42.7992095947266,"Brazil"
"227","Universidade Estadual Paulista-UNESP",-23.33411,-51.21125,"Brazil"
"228","Dinabandhu Andrews College",22.4685001373291,88.3778762817383,"India"
"229","Indian Statistical Institute",22.6409397125244,88.3795623779297,"India"
"230","Barcelona Institute for Global Health",41.3990783691406,2.15400099754333,"Spain"
"231","Singapore Immunology Network",1.29041004180908,103.852111816406,"Singapore"
"232","Communicable Disease Centre",47.4847412109375,1.68438005447388,"France"
"233","Environmental Health Institute",35.7868995666504,-93.9436416625977,"United States"
"234","DSO National Laboratories",46.9460830688477,7.43722105026245,"Switzerland"
"235","Institut universitaire de cardiologie et de pneumologie de Québec-Université Laval",51.1218070983887,10.4006948471069,"Germany"
"236","Université Laval",46.7798385620117,-71.2695007324219,"Canada"
"237","GD Animal Health",12.1138401031494,-61.6837539672852,"Grenada"
"238","AHEPA University Hospital",52.421459197998,-1.43792998790741,"United Kingdom"
"239","University of Thessaly",39.5999984741211,22.2000007629395,"Greece"
"240","University of California at Davis",38.5272941589355,-121.766967773438,"United States"
"241","Mawlana Bhashani Science and Technology University",47.9635314941406,-1.3861700296402,"France"
"242","Khulna University",22.8462791442871,89.5383224487305,"Bangladesh"
"243","University of Dhaka",23.7132301330566,90.3995666503906,"Bangladesh"
"244","The Chinese University of Hong Kong",22.2802925109863,114.142951965332,"Hong Kong SAR"
"245","University of Copenhagen",55.6756706237793,12.5675601959229,"Denmark"
"246","University of Bristol",51.4570693969727,-2.60121011734009,"United Kingdom"
"247","University of Glasgow",55.8721008300781,-4.28659009933472,"United Kingdom"
"248","Cambridge University",52.2025413513184,0.119549997150898,"United Kingdom"
"249","Julius-Maximilians-University",35.1890983581543,-90.3080215454102,"United States"
"250","Dankook University",42.9547386169434,-78.8192367553711,"United States"
"251","Yonsei University",42.9547386169434,-78.8192367553711,"United States"
"252","Catholic University of Korea",36.4511566162109,127.861145019531,"South Korea"
"253","Korea University College of Medicine",36.4511566162109,127.861145019531,"South Korea"
"254","Eulji University",42.9547386169434,-78.8192367553711,"United States"
"255","Sichuan Academy of Forestry",30.6250877380371,102.697288513184,"China"
"256","Royal Ontario Museum",43.667781829834,-79.3950500488281,"Canada"
"257","Sichuan Normal University",30.6250877380371,102.697288513184,"China"
"258","National Yang-Ming University",33.2227516174316,107.54564666748,"China"
"259","Chang-Gung Memorial Hospital",51.4681205749512,0.0636989995837212,"United Kingdom"
"260","Cornell University",42.4463500976562,-76.4826889038086,"United States"
"261","Université Paris-Est",48.8769454956055,2.35916709899902,"France"
"262","Institut Pasteur",40.7182693481445,46.4133987426758,"Azerbaijan"
"263","Université de Montpellier",43.6319427490234,3.86388897895813,"France"
"264","Yangzhou University",32.3935813903809,119.412689208984,"China"
"265","Swedish University of Agricultural Sciences",12.3779201507568,76.6597213745117,"India"
"266","Helmholtz-Zentrum",50.8358001708984,12.9225702285767,"Germany"
"267","Ludwig-Maximilians-Universität",48.150390625,11.5805997848511,"Germany"
"268","Illinois Institute of Technology",41.8345718383789,-87.6288681030273,"United States"
"269","Apartado Postal",7.88256978988647,-76.6271820068359,"Colombia"
"270","Instituto Nacional de Enfermedades Respiratorias Ismael Cosio Villegas",22.3358345031738,-102.292419433594,"Mexico"
"271","Instituto Politécnico Nacional",19.4971599578857,-99.1421585083008,"Mexico"
"272","SUNY Upstate Medical University",41.7278709411621,44.764778137207,"Georgia"
"273","University of Western Sydney",-33.7647438049316,150.743789672852,"Australia"
"274","Kyung Hee University college of Medicine",40.9437103271484,40.2619209289551,"Turkey"
"275","Hallym University college of Medicine",40.9437103271484,40.2619209289551,"Turkey"
"276","Armed forces capital Hospital",20.2609901428223,85.8220748901367,"India"
"277","Karolinska University Hospital",52.421459197998,-1.43792998790741,"United Kingdom"
"278","USP",-23.5594444274902,-46.7238883972168,"NOCOUNTRY"
"279","UNESP",-22.3603000640869,-49.0054702758789,"Brazil"
"280","Federal Institute of Education",51.5242004394531,-0.128830000758171,"United Kingdom"
"281","Scientific Institute IRCCS E.MEDEA",36.2640419006348,2.75382995605469,"Algeria"
"282","Academy of Military Medical Sciences",40.9437103271484,40.2619209289551,"Turkey"
"283","477 Hospital of PLA",38.0169372558594,-87.5912551879883,"United States"
"284","Rural Development Administration",48.5813217163086,7.73690986633301,"France"
"285","McGill University",45.5065994262695,-73.5779571533203,"Canada"
"286","École Nationale Supérieure de Lyon",48.8330574035645,2.36277794837952,"France"
"287","University of Kentucky",38.0390396118164,-84.5066909790039,"United States"
"288","University of South Florida",28.061149597168,-82.4131469726562,"United States"
"289","Nippon Veterinary and Life Science University",36.6533355712891,137.981689453125,"Japan"
"290","University of Tokyo",35.7081146240234,139.767456054688,"Japan"
"291","National Institute of Infectious Diseases",40.9437103271484,40.2619209289551,"Turkey"
"292","Chang Gung Memorial Hospital",51.4681205749512,0.0636989995837212,"United Kingdom"
"293","Leiden University Medical Center",52.1658325195312,4.47749996185303,"Netherlands"
"294","Erasmus MC",51.9100685119629,4.46534013748169,"Netherlands"
"295","National Chung-Hsing University",30.3002605438232,108.037666320801,"China"
"296","University of Buenos Aires",-34.5985107421875,-58.3723487854004,"Argentina"
"297","niigata University School of Medicine",37.9233016967773,139.045944213867,"Japan"
"298","niigata University",37.9233016967773,139.045944213867,"Japan"
"299","Shimadzu corporation",54.6490783691406,-8.43280029296875,"Ireland"
"300","Osaka University",34.8172721862793,135.526458740234,"Japan"
"301","Heilongjiang University of Chinese Medicine",47.8637313842773,127.773658752441,"China"
"302","University of Aveiro",40.6412315368652,-8.65390968322754,"Portugal"
"303","The University of Newcastle",-33.3576736450195,151.377914428711,"Australia"
"304","Humboldt University",52.5173797607422,13.3937997817993,"Germany"
"305","Julius Maximilian University",48.180778503418,12.4125499725342,"Germany"
"306","Toho University School of Medicine",40.9437103271484,40.2619209289551,"Turkey"
"307","University of Heidelberg",49.4165115356445,8.67146015167236,"Germany"
"308","Universität Witten/Herdecke",51.4527206420898,7.35731983184814,"Germany"
"309","Universität Witten/Herdecke mit Sitz in Köln",50.9416694641113,6.95516014099121,"Germany"
"310","Research and Development, Hologic Inc",-37.7035598754883,145.180358886719,"Australia"
"311","CESPA",42.35372,14.40231,"Italy"
"312","French national public health agency",37.1656303405762,-84.3871536254883,"United States"
"313","Harvard University",42.373161315918,-71.1181182861328,"United States"
"314","Irrua Specialist Teaching Hospital",6.73729991912842,6.21586990356445,"Nigeria"
"315","Tulane University",29.9353504180908,-90.123176574707,"United States"
"316","Leibniz Institute for Primate Research",52.2593307495117,-109.820449829102,"Canada"
"317","Christian-Albrechts University",54.3386306762695,10.1229095458984,"Germany"
"318","University of Utah",40.7652282714844,-111.849472045898,"United States"
"319","National Research Institute for Child Health and Development",-37.7035598754883,145.180358886719,"Australia"
"320","National Institutes of Health (NIH)",39.0048141479492,-77.0975341796875,"United States"
"321","Shahid Beheshti University of Medical Sciences",35.5369415283203,51.3741683959961,"Iran"
"322","University for Health Sciences",35.7868995666504,-93.9436416625977,"United States"
"323","CSIC-UV-GV)",62.8484802246094,9.86740016937256,"Norway"
"324","Chinese Academy of Medical Sciences and Peking Union Medical College",39.9046897888184,116.407173156738,"China"
"325","Hannover Medical School (MHH)",52.3840866088867,9.805832862854,"Germany"
"326","University of Calgary",51.0766296386719,-114.13208770752,"Canada"
"327","Toronto Public Health",43.6486892700195,-79.3854370117188,"Canada"
"328","Vanderbilt University Medical Center",29.7095108032227,-95.3981781005859,"United States"
"329","Massachusetts General Hospital",42.3627815246582,-71.0686721801758,"United States"
"330","New York Methodist Hospital",40.7145500183105,-74.0071411132812,"United States"
"331","University of Alabama",33.2150917053223,-87.5464019775391,"United States"
"332","Beth",49.944450378418,5.11908006668091,"Belgium"
"333","Peking University",39.9925537109375,116.310485839844,"China"
"334","The University of Texas Health Science Center at San Antonio",29.5043468475342,-98.5767517089844,"United States"
"335","Asia University",18.5423393249512,73.828727722168,"India"
"336","National Yang Ming University",33.2227516174316,107.54564666748,"China"
"337","University of Liege",50.64205,5.57355,"Belgium"
"338","Infectious Diseases in Animals, Exotic and Particular Diseases",39.9198036193848,-86.2817993164062,"United States"
"339","Trakia University",42.1990585327148,25.6399593353271,"Bulgaria"
"340","Russian Institute of Poultry Husbandry",40.9437103271484,40.2619209289551,"Turkey"
"341","University of Arkansas",36.0703392028809,-94.1775665283203,"United States"
"342","French national public health agency, Regional unit (Cire) Océan Indien",-31.0054569244385,76.0337448120117,"NOCOUNTRY"
"343","Centre Hospitalier Universitaire",41.9031715393066,12.5151195526123,"Italy"
"344","State University of New York",40.7145500183105,-74.0071411132812,"United States"
"345","National Institutes for Food and Drug Control",21.1991405487061,81.2897262573242,"India"
"346","Beijing Institute of Radiation Medicine",40.1861572265625,116.418983459473,"China"
"347","National Institute for Viral Disease Control and Prevention",28.7162494659424,77.2728576660156,"India"
"348","Technische Universität Braunschweig",52.2752418518066,10.5285396575928,"Germany"
"349","Henan University of Science and Technology",33.8806037902832,113.619728088379,"China"
"350","Bangabandhu Sheikh Mujib Medical University (BSMMU)",41.7278709411621,44.764778137207,"Georgia"
"351","Sylhet M. A.G. Osmani Medical College",24.8964900970459,91.8767623901367,"Bangladesh"
"352","Universidad Tecnologica de Pereira",4.80505990982056,-75.6937026977539,"Colombia"
"353","Jilin University",43.8378410339355,126.549438476562,"China"
"354","Inner Mongolia University for Nationalities",44.0889167785645,113.921737670898,"China"
"355","Norwegian School of Veterinary Science",44.9811019897461,-93.1834335327148,"United States"
"356","Norwegian Veterinary Institute",40.6830215454102,-76.2544097900391,"United States"
"357","Norwegian Pig Health Service",40.6830215454102,-76.2544097900391,"United States"
"358","Chinese Academy of Medical Sciences",40.9437103271484,40.2619209289551,"Turkey"
"359","Shijiazhuang Obstetrics and Gynecology Hospital",38.0427589416504,114.514297485352,"China"
"360","Monash University",-27.4965896606445,153.012985229492,"Australia"
"361","University of Padova",45.4094390869141,11.8717098236084,"Italy"
"362","Universidade Federal de Minas Gerais",-19.9233207702637,-43.9290504455566,"Brazil"
"363","Embrapa Informática Agropecuária",30.9854907989502,-110.266998291016,"Mexico"
"364","Guizhou Medical University",26.8122138977051,106.878326416016,"China"
"365","Manchester Royal Infirmary",53.4633293151855,-2.22720003128052,"United Kingdom"
"366","Southeast University",34,-85,"United States"
"367","University of Rajshahi",24.3786907196045,88.6093215942383,"Bangladesh"
"368","Harvard Medical School",42.3354797363281,-71.1043930053711,"United States"
"369","Sichuan Agricultural University",30.6250877380371,102.697288513184,"China"
"370","Korea University Medical College",36.4511566162109,127.861145019531,"South Korea"
"371","Konkuk University",42.9547386169434,-78.8192367553711,"United States"
"372","Lao PDR",18.495677947998,103.767715454102,"Laos"
"373","MBDS Foundation",32.8808288574219,-84.6852798461914,"United States"
"374","University of California San Francisco",37.7633209228516,-122.458541870117,"United States"
"375","Columbia University Medical Center",40.8075561523438,-73.9640808105469,"United States"
"376","Correspondence Kate Russell",7.50905990600586,16.0927104949951,"Central African Republic"
"377","University of Pisa",43.7166900634766,10.3988552093506,"Italy"
"378","University of Modena and Reggio Emilia",44.6451683044434,10.927149772644,"Italy"
"379","Federal State Budgetary Institution Research Institute for Complex Issues of Cardiovascular Diseases",40.9437103271484,40.2619209289551,"Turkey"
"380","Osaka Institute of Public Health",34.687141418457,135.501602172852,"Japan"
"381","Osaka City General Hospital",34.687141418457,135.501602172852,"Japan"
"382","Nakano Children's Hospital",35.7263107299805,139.657775878906,"Japan"
"383","Osaka Police Hospital",34.687141418457,135.501602172852,"Japan"
"384","Aizenbashi Hospital",42.6500015258789,-7.33330011367798,"Spain"
"385","Asai Children's Clinic",37.3264389038086,-121.877601623535,"United States"
"386","Hanoi Medical University",21.0288791656494,105.854637145996,"Vietnam"
